#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
BRIP1	UBE2T	9606.ENSP00000259008	9606.ENSP00000494957	0	0	0	0	0.200	0.051	0	0.687	0.742
BRIP1	XRCC2	9606.ENSP00000259008	9606.ENSP00000352271	0	0	0	0	0.179	0	0.500	0.561	0.804
BRIP1	EXO1	9606.ENSP00000259008	9606.ENSP00000355506	0	0	0	0	0.400	0.101	0.500	0.664	0.897
BRIP1	CHEK1	9606.ENSP00000259008	9606.ENSP00000391090	0	0	0	0	0.279	0.068	0.800	0.566	0.933
BRIP1	RAD51	9606.ENSP00000259008	9606.ENSP00000493712	0.057	0	0	0	0.276	0	0.500	0.875	0.951
BRIP1	FANCI	9606.ENSP00000259008	9606.ENSP00000310842	0	0	0	0	0.256	0	0	0.993	0.994
CCNA2	CDC6	9606.ENSP00000481380	9606.ENSP00000209728	0	0	0	0	0.672	0.960	0.900	0.941	0.999
CCNA2	ORC6	9606.ENSP00000481380	9606.ENSP00000219097	0	0	0	0	0.251	0	0.400	0.429	0.721
CCNA2	OIP5	9606.ENSP00000481380	9606.ENSP00000220514	0	0	0	0	0.789	0	0	0.321	0.850
CCNA2	RAD51AP1	9606.ENSP00000481380	9606.ENSP00000228843	0	0	0	0	0.650	0	0	0.270	0.734
CCNA2	NCAPH	9606.ENSP00000481380	9606.ENSP00000240423	0	0	0	0	0.727	0	0	0.349	0.815
CCNA2	PIMREG	9606.ENSP00000481380	9606.ENSP00000250056	0	0	0	0	0.472	0	0	0.197	0.558
CCNA2	NCAPG	9606.ENSP00000481380	9606.ENSP00000251496	0	0	0	0	0.854	0	0	0.668	0.949
CCNA2	CCNB1	9606.ENSP00000481380	9606.ENSP00000256442	0	0	0	0.731	0.855	0.588	0.400	0.889	0.995
CCNA2	TROAP	9606.ENSP00000481380	9606.ENSP00000257909	0	0	0	0	0.601	0	0	0.185	0.661
CCNA2	ESPL1	9606.ENSP00000481380	9606.ENSP00000257934	0	0	0	0	0.643	0	0	0.610	0.855
CCNA2	KIF23	9606.ENSP00000481380	9606.ENSP00000260363	0	0	0	0	0.844	0	0	0.474	0.914
CCNA2	KIF11	9606.ENSP00000481380	9606.ENSP00000260731	0	0	0	0	0.913	0	0	0.762	0.978
CCNA2	MCM4	9606.ENSP00000481380	9606.ENSP00000262105	0	0.011	0	0	0.625	0	0.400	0.572	0.895
CCNA2	GINS1	9606.ENSP00000481380	9606.ENSP00000262460	0	0	0	0	0.350	0	0	0.331	0.547
CCNA2	POLQ	9606.ENSP00000481380	9606.ENSP00000264233	0	0	0	0	0.387	0	0	0.086	0.416
CCNA2	MCM2	9606.ENSP00000481380	9606.ENSP00000265056	0	0.006	0	0	0.614	0	0.400	0.315	0.827
CCNA2	TICRR	9606.ENSP00000481380	9606.ENSP00000268138	0	0	0	0	0.510	0.465	0	0.375	0.822
CCNA2	PLK4	9606.ENSP00000481380	9606.ENSP00000270861	0	0	0	0	0.803	0	0	0.656	0.929
CCNA2	NUF2	9606.ENSP00000481380	9606.ENSP00000271452	0	0	0	0	0.910	0	0	0.370	0.940
CCNA2	CDCA5	9606.ENSP00000481380	9606.ENSP00000275517	0	0	0	0	0.782	0	0	0.398	0.863
CCNA2	CENPH	9606.ENSP00000481380	9606.ENSP00000283006	0	0	0	0	0.427	0.047	0	0.153	0.497
CCNA2	CCNB2	9606.ENSP00000481380	9606.ENSP00000288207	0	0	0.108	0.735	0.856	0.215	0	0.696	0.965
CCNA2	CIP2A	9606.ENSP00000481380	9606.ENSP00000295746	0	0	0	0	0.361	0	0	0.204	0.470
CCNA2	PLK1	9606.ENSP00000481380	9606.ENSP00000300093	0	0	0	0	0.757	0	0	0.836	0.958
CCNA2	TPX2	9606.ENSP00000481380	9606.ENSP00000300403	0	0	0	0	0.860	0	0	0.691	0.954
CCNA2	FEN1	9606.ENSP00000481380	9606.ENSP00000305480	0	0	0	0	0.777	0.328	0	0.437	0.908
CCNA2	FANCI	9606.ENSP00000481380	9606.ENSP00000310842	0	0	0	0	0.523	0	0	0.253	0.628
CCNA2	ZWILCH	9606.ENSP00000481380	9606.ENSP00000311429	0	0	0	0	0.493	0	0	0.453	0.711
CCNA2	CHAF1B	9606.ENSP00000481380	9606.ENSP00000315700	0	0	0	0	0.303	0	0	0.244	0.450
CCNA2	E2F7	9606.ENSP00000481380	9606.ENSP00000323246	0	0	0	0	0.437	0.057	0	0.459	0.688
CCNA2	SPAG5	9606.ENSP00000481380	9606.ENSP00000323300	0	0	0	0	0.828	0	0	0.451	0.901
CCNA2	KNTC1	9606.ENSP00000481380	9606.ENSP00000328236	0	0	0	0	0.463	0	0	0.214	0.560
CCNA2	CENPA	9606.ENSP00000481380	9606.ENSP00000336868	0	0	0	0	0.982	0	0	0.482	0.990
CCNA2	CDCA4	9606.ENSP00000481380	9606.ENSP00000337226	0	0	0	0	0.253	0.078	0	0.529	0.647
CCNA2	FOXM1	9606.ENSP00000481380	9606.ENSP00000342307	0	0	0	0	0.725	0	0.500	0.901	0.985
CCNA2	UBE2C	9606.ENSP00000481380	9606.ENSP00000348838	0	0	0	0	0.926	0.081	0.500	0.858	0.994
CCNA2	WDHD1	9606.ENSP00000481380	9606.ENSP00000353793	0	0	0	0	0.487	0	0	0.218	0.582
CCNA2	EXO1	9606.ENSP00000481380	9606.ENSP00000355506	0	0	0	0	0.733	0.324	0	0.382	0.879
CCNA2	NEK2	9606.ENSP00000481380	9606.ENSP00000355966	0	0	0	0	0.829	0	0	0.681	0.943
CCNA2	FAM72B	9606.ENSP00000481380	9606.ENSP00000358397	0	0	0	0	0.433	0	0	0	0.433
CCNA2	TTK	9606.ENSP00000481380	9606.ENSP00000358813	0	0	0	0	0.886	0	0	0.492	0.939
CCNA2	STIL	9606.ENSP00000481380	9606.ENSP00000360944	0	0	0	0	0.449	0.065	0	0.210	0.558
CCNA2	RAD54L	9606.ENSP00000481380	9606.ENSP00000361043	0	0	0	0	0.461	0	0	0.269	0.589
CCNA2	KIF2C	9606.ENSP00000481380	9606.ENSP00000361298	0	0	0	0	0.857	0	0	0.661	0.949
CCNA2	CENPI	9606.ENSP00000481380	9606.ENSP00000362018	0	0	0	0	0.328	0	0	0.197	0.438
CCNA2	CDCA8	9606.ENSP00000481380	9606.ENSP00000362146	0	0	0	0	0.909	0	0	0.493	0.952
CCNA2	MCM8	9606.ENSP00000481380	9606.ENSP00000368164	0	0.004	0	0	0.235	0.107	0.400	0.263	0.657
CCNA2	RFC4	9606.ENSP00000481380	9606.ENSP00000376272	0	0	0	0	0.455	0	0	0.578	0.760
CCNA2	ECT2	9606.ENSP00000481380	9606.ENSP00000376457	0	0	0	0	0.639	0	0	0.330	0.748
CCNA2	PTTG1	9606.ENSP00000481380	9606.ENSP00000377536	0	0	0	0	0.808	0	0	0.672	0.934
CCNA2	HELLS	9606.ENSP00000481380	9606.ENSP00000377601	0	0	0	0	0.501	0	0	0.240	0.605
CCNA2	PRC1	9606.ENSP00000481380	9606.ENSP00000377793	0	0	0	0	0.844	0.292	0	0.249	0.910
CCNA2	CDK1	9606.ENSP00000481380	9606.ENSP00000378699	0	0.007	0	0	0.993	0.939	0.900	0.998	0.999
CCNA2	CCNF	9606.ENSP00000481380	9606.ENSP00000380256	0	0	0	0.644	0.553	0	0	0.318	0.682
CCNA2	CHEK1	9606.ENSP00000481380	9606.ENSP00000391090	0	0	0	0	0.790	0	0	0.721	0.939
CCNA2	KIFC1	9606.ENSP00000481380	9606.ENSP00000393963	0	0	0	0	0.685	0	0	0.535	0.847
CCNA2	RACGAP1	9606.ENSP00000481380	9606.ENSP00000404190	0	0	0	0	0.782	0	0	0.369	0.856
CCNA2	CDC45	9606.ENSP00000481380	9606.ENSP00000405726	0	0	0	0	0.766	0	0	0.615	0.906
CCNA2	HJURP	9606.ENSP00000481380	9606.ENSP00000414109	0	0	0	0	0.821	0	0	0.341	0.877
CCNA2	CDCA3	9606.ENSP00000481380	9606.ENSP00000442068	0	0	0	0	0.898	0	0	0.435	0.940
CCNA2	TIMELESS	9606.ENSP00000481380	9606.ENSP00000450607	0	0	0	0	0.276	0	0	0.218	0.410
CCNA2	KIF18B	9606.ENSP00000481380	9606.ENSP00000465992	0	0	0	0	0.461	0.091	0	0.273	0.613
CCNA2	UBE2T	9606.ENSP00000481380	9606.ENSP00000494957	0	0	0	0	0.474	0.101	0	0.294	0.637
CCNA2	RAD51	9606.ENSP00000481380	9606.ENSP00000493712	0	0	0	0	0.616	0	0	0.479	0.791
CCNB1	CDC6	9606.ENSP00000256442	9606.ENSP00000209728	0	0	0	0	0.527	0.574	0	0.686	0.931
CCNB1	ORC6	9606.ENSP00000256442	9606.ENSP00000219097	0	0	0	0	0.265	0	0.500	0.440	0.776
CCNB1	OIP5	9606.ENSP00000256442	9606.ENSP00000220514	0	0	0	0	0.784	0	0	0.502	0.888
CCNB1	RAD51AP1	9606.ENSP00000256442	9606.ENSP00000228843	0	0	0	0	0.480	0	0	0.295	0.618
CCNB1	NCAPH	9606.ENSP00000256442	9606.ENSP00000240423	0	0	0	0	0.584	0	0.400	0.592	0.889
CCNB1	PIMREG	9606.ENSP00000256442	9606.ENSP00000250056	0	0	0	0	0.443	0	0	0.456	0.684
CCNB1	NCAPG	9606.ENSP00000256442	9606.ENSP00000251496	0	0	0	0	0.824	0	0.400	0.672	0.962
CCNB1	WDHD1	9606.ENSP00000256442	9606.ENSP00000353793	0	0	0	0	0.393	0.059	0	0.125	0.457
CCNB1	TICRR	9606.ENSP00000256442	9606.ENSP00000268138	0	0	0	0	0.383	0.066	0	0.162	0.475
CCNB1	CENPL	9606.ENSP00000256442	9606.ENSP00000348527	0	0	0	0	0.124	0.071	0.400	0.052	0.475
CCNB1	STIL	9606.ENSP00000256442	9606.ENSP00000360944	0	0	0	0	0.397	0	0	0.247	0.527
CCNB1	HELLS	9606.ENSP00000256442	9606.ENSP00000377601	0	0	0	0	0.348	0.094	0	0.271	0.532
CCNB1	RAD54L	9606.ENSP00000256442	9606.ENSP00000361043	0	0	0	0	0.382	0.094	0	0.271	0.556
CCNB1	CIP2A	9606.ENSP00000256442	9606.ENSP00000295746	0	0	0	0	0.412	0.126	0	0.219	0.564
CCNB1	E2F7	9606.ENSP00000256442	9606.ENSP00000323246	0	0	0	0	0.330	0	0	0.384	0.569
CCNB1	KIF18B	9606.ENSP00000256442	9606.ENSP00000465992	0	0	0	0	0.433	0.051	0	0.326	0.606
CCNB1	MCM2	9606.ENSP00000256442	9606.ENSP00000265056	0	0.005	0	0	0.407	0.140	0	0.294	0.608
CCNB1	TROAP	9606.ENSP00000256442	9606.ENSP00000257909	0	0	0	0	0.545	0	0	0.211	0.626
CCNB1	RFC4	9606.ENSP00000256442	9606.ENSP00000376272	0	0	0	0	0.386	0.050	0	0.450	0.651
CCNB1	FEN1	9606.ENSP00000256442	9606.ENSP00000305480	0	0	0	0	0.455	0.087	0	0.363	0.656
CCNB1	CENPI	9606.ENSP00000256442	9606.ENSP00000362018	0	0	0	0	0.337	0	0.400	0.229	0.667
CCNB1	MCM8	9606.ENSP00000256442	9606.ENSP00000368164	0	0.004	0	0	0.212	0.094	0.500	0.209	0.680
CCNB1	RECQL4	9606.ENSP00000256442	9606.ENSP00000482313	0	0	0	0	0.184	0.333	0	0.463	0.682
CCNB1	ZWILCH	9606.ENSP00000256442	9606.ENSP00000311429	0	0	0	0	0.386	0	0.400	0.257	0.702
CCNB1	GINS1	9606.ENSP00000256442	9606.ENSP00000262460	0	0	0	0	0.456	0.091	0	0.462	0.711
CCNB1	KIFC1	9606.ENSP00000256442	9606.ENSP00000393963	0	0	0	0	0.521	0.111	0	0.408	0.726
CCNB1	KNTC1	9606.ENSP00000256442	9606.ENSP00000328236	0	0	0	0	0.387	0.071	0.400	0.305	0.731
CCNB1	CENPH	9606.ENSP00000256442	9606.ENSP00000283006	0	0	0	0	0.458	0.071	0.400	0.229	0.736
CCNB1	FANCI	9606.ENSP00000256442	9606.ENSP00000310842	0	0	0	0	0.508	0	0	0.505	0.746
CCNB1	RAD51	9606.ENSP00000256442	9606.ENSP00000493712	0	0	0	0	0.510	0.189	0	0.443	0.759
CCNB1	EXO1	9606.ENSP00000256442	9606.ENSP00000355506	0	0	0	0	0.521	0.328	0	0.350	0.773
CCNB1	CDC45	9606.ENSP00000256442	9606.ENSP00000405726	0	0	0	0	0.556	0.095	0	0.542	0.800
CCNB1	PLK4	9606.ENSP00000256442	9606.ENSP00000270861	0	0	0	0	0.515	0.177	0	0.596	0.824
CCNB1	CCNF	9606.ENSP00000256442	9606.ENSP00000380256	0	0	0	0.605	0.454	0.355	0	0.602	0.847
CCNB1	UBE2T	9606.ENSP00000256442	9606.ENSP00000494957	0	0	0	0	0.790	0.072	0	0.296	0.851
CCNB1	SPAG5	9606.ENSP00000256442	9606.ENSP00000323300	0	0	0	0	0.787	0.146	0	0.318	0.865
CCNB1	CDCA5	9606.ENSP00000256442	9606.ENSP00000275517	0	0	0	0	0.639	0	0.400	0.445	0.869
CCNB1	MCM4	9606.ENSP00000256442	9606.ENSP00000262105	0	0.010	0	0	0.434	0.093	0	0.766	0.869
CCNB1	HJURP	9606.ENSP00000256442	9606.ENSP00000414109	0	0	0	0	0.744	0	0	0.516	0.871
CCNB1	NEK2	9606.ENSP00000256442	9606.ENSP00000355966	0	0	0	0	0.782	0	0	0.606	0.910
CCNB1	ECT2	9606.ENSP00000256442	9606.ENSP00000376457	0	0	0	0	0.620	0.071	0	0.768	0.911
CCNB1	KIF23	9606.ENSP00000256442	9606.ENSP00000260363	0	0	0	0	0.840	0	0	0.532	0.922
CCNB1	PRC1	9606.ENSP00000256442	9606.ENSP00000377793	0	0	0	0	0.825	0.356	0	0.452	0.932
CCNB1	CHEK1	9606.ENSP00000256442	9606.ENSP00000391090	0	0	0	0	0.449	0.069	0	0.885	0.935
CCNB1	TTK	9606.ENSP00000256442	9606.ENSP00000358813	0	0	0	0	0.783	0.071	0	0.706	0.936
CCNB1	CDCA3	9606.ENSP00000256442	9606.ENSP00000442068	0	0	0	0	0.890	0	0	0.446	0.936
CCNB1	TPX2	9606.ENSP00000256442	9606.ENSP00000300403	0	0	0	0	0.836	0.045	0	0.703	0.949
CCNB1	RACGAP1	9606.ENSP00000256442	9606.ENSP00000404190	0	0	0	0	0.811	0	0	0.757	0.952
CCNB1	CENPA	9606.ENSP00000256442	9606.ENSP00000336868	0	0	0	0	0.826	0.047	0.400	0.584	0.953
CCNB1	KIF2C	9606.ENSP00000256442	9606.ENSP00000361298	0	0	0	0	0.813	0	0.400	0.724	0.966
CCNB1	KIF11	9606.ENSP00000256442	9606.ENSP00000260731	0	0	0	0	0.849	0.136	0	0.762	0.966
CCNB1	NUF2	9606.ENSP00000256442	9606.ENSP00000271452	0	0	0	0	0.848	0	0.400	0.668	0.967
CCNB1	PTTG1	9606.ENSP00000256442	9606.ENSP00000377536	0	0	0	0	0.854	0	0	0.899	0.984
CCNB1	CDCA8	9606.ENSP00000256442	9606.ENSP00000362146	0	0	0	0	0.843	0	0.400	0.878	0.987
CCNB1	FOXM1	9606.ENSP00000256442	9606.ENSP00000342307	0	0	0	0	0.683	0.535	0.500	0.863	0.988
CCNB1	UBE2C	9606.ENSP00000256442	9606.ENSP00000348838	0	0	0	0	0.859	0.072	0.500	0.877	0.990
CCNB1	CCNB2	9606.ENSP00000256442	9606.ENSP00000288207	0	0	0.067	0.942	0.785	0.803	0.900	0.741	0.998
CCNB1	ESPL1	9606.ENSP00000256442	9606.ENSP00000257934	0	0	0	0	0.513	0.999	0	0.876	0.999
CCNB1	PLK1	9606.ENSP00000256442	9606.ENSP00000300093	0	0	0	0	0.781	0.588	0.900	0.982	0.999
CCNB1	CDK1	9606.ENSP00000256442	9606.ENSP00000378699	0	0	0	0	0.895	0.999	0.900	0.999	0.999
CCNB2	CDC6	9606.ENSP00000288207	9606.ENSP00000209728	0	0	0	0	0.465	0.423	0	0.885	0.961
CCNB2	ORC6	9606.ENSP00000288207	9606.ENSP00000219097	0	0	0	0	0.254	0	0	0.397	0.531
CCNB2	OIP5	9606.ENSP00000288207	9606.ENSP00000220514	0	0	0	0	0.724	0	0	0.203	0.770
CCNB2	RAD51AP1	9606.ENSP00000288207	9606.ENSP00000228843	0	0	0	0	0.462	0	0	0.526	0.734
CCNB2	NCAPH	9606.ENSP00000288207	9606.ENSP00000240423	0	0	0	0	0.589	0	0.400	0.603	0.893
CCNB2	PIMREG	9606.ENSP00000288207	9606.ENSP00000250056	0	0	0	0	0.465	0	0	0.559	0.754
CCNB2	NCAPG	9606.ENSP00000288207	9606.ENSP00000251496	0	0	0	0	0.823	0	0.400	0.742	0.970
CCNB2	TROAP	9606.ENSP00000288207	9606.ENSP00000257909	0	0	0	0	0.564	0	0	0.282	0.674
CCNB2	ESPL1	9606.ENSP00000288207	9606.ENSP00000257934	0	0	0	0	0.509	0.114	0	0.565	0.794
CCNB2	KIF23	9606.ENSP00000288207	9606.ENSP00000260363	0	0	0	0	0.795	0	0	0.707	0.937
CCNB2	KIF11	9606.ENSP00000288207	9606.ENSP00000260731	0	0	0	0	0.841	0.136	0	0.629	0.944
CCNB2	MCM4	9606.ENSP00000288207	9606.ENSP00000262105	0	0.012	0	0	0.528	0.093	0	0.712	0.866
CCNB2	GINS1	9606.ENSP00000288207	9606.ENSP00000262460	0	0	0	0	0.239	0.091	0	0.311	0.482
CCNB2	MCM2	9606.ENSP00000288207	9606.ENSP00000265056	0	0.007	0	0	0.474	0.659	0	0.350	0.873
CCNB2	TICRR	9606.ENSP00000288207	9606.ENSP00000268138	0	0	0	0	0.405	0.066	0	0.129	0.474
CCNB2	PLK4	9606.ENSP00000288207	9606.ENSP00000270861	0	0	0	0	0.536	0.177	0	0.425	0.761
CCNB2	NUF2	9606.ENSP00000288207	9606.ENSP00000271452	0	0	0	0	0.744	0	0.400	0.594	0.932
CCNB2	CDCA5	9606.ENSP00000288207	9606.ENSP00000275517	0	0	0	0	0.786	0	0.400	0.782	0.969
CCNB2	CENPH	9606.ENSP00000288207	9606.ENSP00000283006	0	0	0	0	0.306	0.071	0.400	0.425	0.748
CCNB2	TIMELESS	9606.ENSP00000288207	9606.ENSP00000450607	0	0	0	0	0.339	0	0	0.148	0.413
CCNB2	CIP2A	9606.ENSP00000288207	9606.ENSP00000295746	0	0	0	0	0.330	0.126	0	0.085	0.417
CCNB2	WDHD1	9606.ENSP00000288207	9606.ENSP00000353793	0	0	0	0	0.384	0.059	0	0.092	0.428
CCNB2	CENPL	9606.ENSP00000288207	9606.ENSP00000348527	0	0	0	0	0.085	0.071	0.400	0.052	0.451
CCNB2	STIL	9606.ENSP00000288207	9606.ENSP00000360944	0	0	0	0	0.383	0	0	0.167	0.464
CCNB2	KIF18B	9606.ENSP00000288207	9606.ENSP00000465992	0	0	0	0	0.309	0.051	0	0.313	0.510
CCNB2	HELLS	9606.ENSP00000288207	9606.ENSP00000377601	0	0	0	0	0.331	0.094	0	0.332	0.560
CCNB2	E2F7	9606.ENSP00000288207	9606.ENSP00000323246	0	0	0	0	0.371	0	0	0.341	0.568
CCNB2	FANCI	9606.ENSP00000288207	9606.ENSP00000310842	0	0	0	0	0.484	0	0	0.231	0.586
CCNB2	RAD54L	9606.ENSP00000288207	9606.ENSP00000361043	0	0	0	0	0.400	0.094	0	0.345	0.613
CCNB2	ZWILCH	9606.ENSP00000288207	9606.ENSP00000311429	0	0	0	0	0.266	0	0.400	0.203	0.618
CCNB2	FEN1	9606.ENSP00000288207	9606.ENSP00000305480	0	0	0	0	0.385	0.087	0	0.376	0.619
CCNB2	UBE2T	9606.ENSP00000288207	9606.ENSP00000494957	0	0	0	0	0.487	0.072	0	0.346	0.662
CCNB2	CCNF	9606.ENSP00000288207	9606.ENSP00000380256	0	0	0	0.604	0.528	0.127	0	0.274	0.675
CCNB2	KNTC1	9606.ENSP00000288207	9606.ENSP00000328236	0	0	0	0	0.390	0.071	0.400	0.315	0.736
CCNB2	EXO1	9606.ENSP00000288207	9606.ENSP00000355506	0	0	0	0	0.523	0.091	0	0.456	0.744
CCNB2	SPAG5	9606.ENSP00000288207	9606.ENSP00000323300	0	0	0	0	0.586	0.146	0	0.376	0.760
CCNB2	RFC4	9606.ENSP00000288207	9606.ENSP00000376272	0	0	0	0	0.370	0.050	0	0.670	0.785
CCNB2	KIFC1	9606.ENSP00000288207	9606.ENSP00000393963	0	0	0	0	0.623	0.111	0	0.411	0.786
CCNB2	CENPI	9606.ENSP00000288207	9606.ENSP00000362018	0	0	0	0	0.325	0	0.400	0.536	0.795
CCNB2	RAD51	9606.ENSP00000288207	9606.ENSP00000493712	0	0	0	0	0.522	0.189	0	0.552	0.811
CCNB2	ECT2	9606.ENSP00000288207	9606.ENSP00000376457	0	0	0	0	0.582	0.071	0	0.583	0.824
CCNB2	RACGAP1	9606.ENSP00000288207	9606.ENSP00000404190	0	0	0	0	0.548	0	0	0.638	0.829
CCNB2	CHEK1	9606.ENSP00000288207	9606.ENSP00000391090	0	0	0	0	0.534	0.069	0	0.647	0.833
CCNB2	FOXM1	9606.ENSP00000288207	9606.ENSP00000342307	0	0	0	0	0.504	0.091	0.500	0.590	0.895
CCNB2	NEK2	9606.ENSP00000288207	9606.ENSP00000355966	0	0	0	0	0.670	0	0	0.717	0.902
CCNB2	HJURP	9606.ENSP00000288207	9606.ENSP00000414109	0	0	0	0	0.792	0	0	0.564	0.905
CCNB2	CDCA3	9606.ENSP00000288207	9606.ENSP00000442068	0	0	0	0	0.827	0	0	0.518	0.913
CCNB2	PRC1	9606.ENSP00000288207	9606.ENSP00000377793	0	0	0	0	0.824	0.128	0	0.554	0.925
CCNB2	CDC45	9606.ENSP00000288207	9606.ENSP00000405726	0	0	0	0	0.784	0.095	0	0.764	0.950
CCNB2	TPX2	9606.ENSP00000288207	9606.ENSP00000300403	0	0	0	0	0.835	0.045	0	0.725	0.953
CCNB2	TTK	9606.ENSP00000288207	9606.ENSP00000358813	0	0	0	0	0.852	0.071	0	0.736	0.960
CCNB2	UBE2C	9606.ENSP00000288207	9606.ENSP00000348838	0	0	0	0	0.861	0.072	0	0.774	0.968
CCNB2	PTTG1	9606.ENSP00000288207	9606.ENSP00000377536	0	0	0	0	0.863	0	0	0.790	0.970
CCNB2	KIF2C	9606.ENSP00000288207	9606.ENSP00000361298	0	0	0	0	0.823	0	0.400	0.753	0.971
CCNB2	CDCA8	9606.ENSP00000288207	9606.ENSP00000362146	0	0	0	0	0.754	0	0.400	0.838	0.974
CCNB2	CENPA	9606.ENSP00000288207	9606.ENSP00000336868	0	0	0	0	0.832	0.047	0.400	0.772	0.975
CCNB2	PLK1	9606.ENSP00000288207	9606.ENSP00000300093	0	0	0	0	0.680	0.278	0.900	0.844	0.995
CCNB2	CDK1	9606.ENSP00000288207	9606.ENSP00000378699	0	0	0	0	0.899	0.882	0.900	0.996	0.999
CCNF	CDC6	9606.ENSP00000380256	9606.ENSP00000209728	0	0	0	0	0.290	0.421	0	0.719	0.874
CCNF	NCAPG	9606.ENSP00000380256	9606.ENSP00000251496	0	0	0	0	0.377	0	0	0.191	0.474
CCNF	TROAP	9606.ENSP00000380256	9606.ENSP00000257909	0	0	0	0	0.517	0	0	0.138	0.566
CCNF	ESPL1	9606.ENSP00000380256	9606.ENSP00000257934	0	0	0	0	0.707	0	0	0.364	0.806
CCNF	KIF23	9606.ENSP00000380256	9606.ENSP00000260363	0	0	0	0	0.301	0	0	0.279	0.474
CCNF	KIF11	9606.ENSP00000380256	9606.ENSP00000260731	0	0	0	0	0.521	0	0	0.277	0.639
CCNF	MCM4	9606.ENSP00000380256	9606.ENSP00000262105	0	0	0	0	0.370	0	0	0.354	0.576
CCNF	TICRR	9606.ENSP00000380256	9606.ENSP00000268138	0	0	0	0	0.358	0.045	0	0.273	0.516
CCNF	PLK4	9606.ENSP00000380256	9606.ENSP00000270861	0	0	0	0	0.403	0	0	0.587	0.743
CCNF	NUF2	9606.ENSP00000380256	9606.ENSP00000271452	0	0	0	0	0.302	0	0	0.247	0.452
CCNF	CDCA5	9606.ENSP00000380256	9606.ENSP00000275517	0	0	0	0	0.509	0	0	0.211	0.596
CCNF	PLK1	9606.ENSP00000380256	9606.ENSP00000300093	0	0	0	0	0.793	0.292	0	0.487	0.918
CCNF	TPX2	9606.ENSP00000380256	9606.ENSP00000300403	0	0	0	0	0.473	0	0	0.434	0.689
CCNF	FEN1	9606.ENSP00000380256	9606.ENSP00000305480	0	0	0	0	0.374	0.328	0	0.459	0.753
CCNF	CHAF1B	9606.ENSP00000380256	9606.ENSP00000315700	0	0	0	0	0.167	0.292	0	0.208	0.492
CCNF	E2F7	9606.ENSP00000380256	9606.ENSP00000323246	0	0	0	0	0.259	0.303	0	0.332	0.625
CCNF	SPAG5	9606.ENSP00000380256	9606.ENSP00000323300	0	0	0	0	0.582	0	0	0.221	0.660
CCNF	CENPA	9606.ENSP00000380256	9606.ENSP00000336868	0	0	0	0	0.448	0	0	0.277	0.584
CCNF	FOXM1	9606.ENSP00000380256	9606.ENSP00000342307	0	0	0	0	0.511	0	0	0.281	0.634
CCNF	UBE2C	9606.ENSP00000380256	9606.ENSP00000348838	0	0	0	0	0.364	0.081	0	0.328	0.574
CCNF	EXO1	9606.ENSP00000380256	9606.ENSP00000355506	0	0	0	0	0.234	0.324	0	0.356	0.638
CCNF	NEK2	9606.ENSP00000380256	9606.ENSP00000355966	0	0	0	0	0.499	0	0	0.483	0.730
CCNF	TTK	9606.ENSP00000380256	9606.ENSP00000358813	0	0	0	0	0.378	0	0	0.188	0.474
CCNF	STIL	9606.ENSP00000380256	9606.ENSP00000360944	0	0	0	0	0.258	0.298	0	0.063	0.469
CCNF	KIF2C	9606.ENSP00000380256	9606.ENSP00000361298	0	0	0	0	0.583	0	0	0.245	0.672
CCNF	CDCA8	9606.ENSP00000380256	9606.ENSP00000362146	0	0	0	0	0.594	0	0	0.369	0.733
CCNF	PTTG1	9606.ENSP00000380256	9606.ENSP00000377536	0	0	0	0	0.288	0	0	0.346	0.515
CCNF	HELLS	9606.ENSP00000380256	9606.ENSP00000377601	0	0	0	0	0.201	0.292	0	0.132	0.466
CCNF	PRC1	9606.ENSP00000380256	9606.ENSP00000377793	0	0	0	0	0.518	0	0	0.073	0.534
CCNF	CDK1	9606.ENSP00000380256	9606.ENSP00000378699	0	0	0	0	0.335	0.586	0	0.703	0.911
CCNF	RACGAP1	9606.ENSP00000380256	9606.ENSP00000404190	0	0	0	0	0.404	0	0	0.185	0.494
CCNF	KIF18B	9606.ENSP00000380256	9606.ENSP00000465992	0	0	0	0	0.476	0.091	0	0.274	0.624
CCNF	CHEK1	9606.ENSP00000380256	9606.ENSP00000391090	0	0	0	0	0.253	0.292	0	0.357	0.630
CCNF	CDC45	9606.ENSP00000380256	9606.ENSP00000405726	0	0	0	0	0.369	0.292	0	0.344	0.681
CCNF	HJURP	9606.ENSP00000380256	9606.ENSP00000414109	0	0	0	0	0.621	0	0	0.234	0.698
CCNF	CDCA3	9606.ENSP00000380256	9606.ENSP00000442068	0	0	0	0	0.597	0	0	0.390	0.743
CCNF	KIFC1	9606.ENSP00000380256	9606.ENSP00000393963	0	0	0	0	0.644	0.292	0	0.254	0.796
CDC45	CDC6	9606.ENSP00000405726	9606.ENSP00000209728	0	0	0	0	0.661	0	0.500	0.970	0.994
CDC45	ORC6	9606.ENSP00000405726	9606.ENSP00000219097	0	0	0	0	0.273	0.616	0.500	0.887	0.982
CDC45	OIP5	9606.ENSP00000405726	9606.ENSP00000220514	0	0	0	0	0.785	0	0	0.129	0.805
