#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACVRL1	BMP7	9606.ENSP00000373574	9606.ENSP00000379204	0	0	0	0	0.049	0.167	0	0.485	0.556
BUB1	CDC45	9606.ENSP00000302530	9606.ENSP00000405726	0	0	0	0	0.814	0.065	0	0.633	0.930
BUB1	NEK2	9606.ENSP00000302530	9606.ENSP00000355966	0	0	0	0	0.819	0	0	0.639	0.932
BUB1	SPAG5	9606.ENSP00000302530	9606.ENSP00000323300	0	0	0	0	0.886	0.115	0	0.406	0.934
BUB1	NUSAP1	9606.ENSP00000302530	9606.ENSP00000499238	0	0	0	0	0.858	0	0	0.575	0.937
BUB1	CHEK1	9606.ENSP00000302530	9606.ENSP00000391090	0	0	0	0	0.794	0.053	0	0.748	0.946
BUB1	ECT2	9606.ENSP00000302530	9606.ENSP00000376457	0	0	0	0	0.904	0	0	0.472	0.947
BUB1	KIF4A	9606.ENSP00000302530	9606.ENSP00000363524	0	0	0	0	0.823	0.081	0	0.733	0.952
BUB1	UBE2C	9606.ENSP00000302530	9606.ENSP00000348838	0	0	0	0	0.887	0	0	0.607	0.954
BUB1	PTTG1	9606.ENSP00000302530	9606.ENSP00000377536	0	0	0	0	0.744	0	0	0.833	0.955
BUB1	CENPA	9606.ENSP00000302530	9606.ENSP00000336868	0	0	0	0	0.815	0.111	0	0.830	0.969
BUB1	CDCA8	9606.ENSP00000302530	9606.ENSP00000362146	0	0	0	0	0.847	0	0	0.818	0.971
BUB1	CCNA2	9606.ENSP00000302530	9606.ENSP00000481380	0	0	0	0	0.879	0	0	0.851	0.981
BUB1	TOP2A	9606.ENSP00000302530	9606.ENSP00000411532	0	0	0	0	0.918	0	0	0.790	0.982
BUB1	CENPF	9606.ENSP00000302530	9606.ENSP00000355922	0	0	0	0	0.871	0	0	0.903	0.987
BUB1	ZWINT	9606.ENSP00000302530	9606.ENSP00000363055	0	0	0	0	0.640	0.786	0	0.895	0.991
BUB1	KIF2C	9606.ENSP00000302530	9606.ENSP00000361298	0	0	0	0	0.862	0.069	0	0.963	0.994
BUB1	CDK1	9606.ENSP00000302530	9606.ENSP00000378699	0	0	0	0	0.890	0.354	0.400	0.964	0.998
BUB1	TTK	9606.ENSP00000302530	9606.ENSP00000358813	0	0	0	0	0.989	0.292	0	0.945	0.999
BUB1	CDC20	9606.ENSP00000302530	9606.ENSP00000361540	0	0	0	0	0.907	0.996	0.800	0.993	0.999
BUB1	KNL1	9606.ENSP00000302530	9606.ENSP00000335463	0	0	0	0	0.458	0.990	0	0.971	0.999
BUB1B	TRIP13	9606.ENSP00000287598	9606.ENSP00000166345	0	0	0	0	0.683	0.510	0	0.576	0.928
BUB1B	CDC6	9606.ENSP00000287598	9606.ENSP00000209728	0	0	0	0	0.565	0	0	0.566	0.803
BUB1B	POLE2	9606.ENSP00000287598	9606.ENSP00000216367	0	0	0	0	0.468	0	0	0.301	0.612
BUB1B	MYBL2	9606.ENSP00000287598	9606.ENSP00000217026	0	0	0	0	0.483	0.091	0	0.325	0.655
BUB1B	ORC6	9606.ENSP00000287598	9606.ENSP00000219097	0	0	0	0	0.338	0	0	0.436	0.611
BUB1B	OIP5	9606.ENSP00000287598	9606.ENSP00000220514	0	0	0	0	0.784	0	0	0.277	0.837
BUB1B	RNASEH2A	9606.ENSP00000287598	9606.ENSP00000221486	0	0	0	0	0.255	0	0	0.296	0.453
BUB1B	RAD51AP1	9606.ENSP00000287598	9606.ENSP00000228843	0	0	0	0	0.651	0	0	0.304	0.747
BUB1B	NCAPH	9606.ENSP00000287598	9606.ENSP00000240423	0	0	0	0	0.851	0	0	0.455	0.915
BUB1B	MND1	9606.ENSP00000287598	9606.ENSP00000240488	0	0	0	0	0.567	0	0	0.252	0.662
BUB1B	PIMREG	9606.ENSP00000287598	9606.ENSP00000250056	0	0	0	0	0.474	0	0	0.196	0.559
BUB1B	NCAPG	9606.ENSP00000287598	9606.ENSP00000251496	0	0	0	0	0.837	0	0	0.719	0.952
BUB1B	CCNB1	9606.ENSP00000287598	9606.ENSP00000256442	0	0	0	0	0.847	0.279	0.720	0.966	0.998
BUB1B	TROAP	9606.ENSP00000287598	9606.ENSP00000257909	0	0	0	0	0.687	0	0	0.242	0.753
BUB1B	ESPL1	9606.ENSP00000287598	9606.ENSP00000257934	0	0	0	0	0.869	0	0.500	0.847	0.989
BUB1B	KIF23	9606.ENSP00000287598	9606.ENSP00000260363	0	0	0	0	0.851	0.068	0	0.515	0.926
BUB1B	KIF11	9606.ENSP00000287598	9606.ENSP00000260731	0	0	0	0	0.937	0.310	0	0.875	0.994
BUB1B	NDC80	9606.ENSP00000287598	9606.ENSP00000261597	0	0	0	0	0.856	0.238	0.720	0.793	0.992
BUB1B	MCM4	9606.ENSP00000287598	9606.ENSP00000262105	0	0	0	0	0.472	0	0	0.446	0.695
BUB1B	GINS1	9606.ENSP00000287598	9606.ENSP00000262460	0	0	0	0	0.532	0.065	0	0.315	0.674
BUB1B	POLQ	9606.ENSP00000287598	9606.ENSP00000264233	0	0	0	0	0.502	0	0	0.053	0.508
BUB1B	DEPDC1B	9606.ENSP00000287598	9606.ENSP00000265036	0	0	0	0	0.797	0	0	0	0.797
BUB1B	MCM2	9606.ENSP00000287598	9606.ENSP00000265056	0	0	0	0	0.504	0	0	0.169	0.570
BUB1B	CENPE	9606.ENSP00000287598	9606.ENSP00000265148	0	0	0	0	0.840	0.636	0.500	0.998	0.999
BUB1B	TICRR	9606.ENSP00000287598	9606.ENSP00000268138	0	0	0	0	0.525	0.046	0	0.118	0.566
BUB1B	PLK4	9606.ENSP00000287598	9606.ENSP00000270861	0	0	0	0	0.553	0.151	0	0.843	0.935
BUB1B	NUF2	9606.ENSP00000287598	9606.ENSP00000271452	0	0	0	0	0.853	0.189	0.500	0.717	0.980
BUB1B	SKP2	9606.ENSP00000287598	9606.ENSP00000274255	0	0	0	0	0.282	0	0	0.315	0.488
BUB1B	CDCA5	9606.ENSP00000287598	9606.ENSP00000275517	0	0	0	0	0.585	0	0	0.657	0.851
BUB1B	CENPH	9606.ENSP00000287598	9606.ENSP00000283006	0	0	0	0	0.444	0.122	0.500	0.447	0.847
BUB1B	SKA1	9606.ENSP00000287598	9606.ENSP00000285116	0	0	0	0	0.511	0	0.900	0.565	0.976
BUB1B	MARK1	9606.ENSP00000287598	9606.ENSP00000483424	0	0	0	0	0	0.053	0	0.423	0.430
BUB1B	FAM72D	9606.ENSP00000287598	9606.ENSP00000383682	0	0	0	0	0.357	0	0	0.162	0.438
BUB1B	RAD54B	9606.ENSP00000287598	9606.ENSP00000336606	0	0	0	0	0.293	0.092	0	0.227	0.460
BUB1B	FAM72B	9606.ENSP00000287598	9606.ENSP00000358397	0	0	0	0	0.392	0	0	0.172	0.476
BUB1B	TIMELESS	9606.ENSP00000287598	9606.ENSP00000450607	0	0	0	0	0.349	0.104	0	0.190	0.486
BUB1B	CIP2A	9606.ENSP00000287598	9606.ENSP00000295746	0	0	0	0	0.405	0.136	0	0.110	0.502
BUB1B	CKAP2L	9606.ENSP00000287598	9606.ENSP00000305204	0	0	0	0	0.437	0	0	0.213	0.537
BUB1B	EZH2	9606.ENSP00000287598	9606.ENSP00000320147	0	0	0	0	0.395	0.053	0	0.281	0.552
BUB1B	KPNA2	9606.ENSP00000287598	9606.ENSP00000438483	0	0	0	0	0.476	0	0	0.183	0.554
BUB1B	CENPW	9606.ENSP00000287598	9606.ENSP00000357308	0	0	0	0	0.485	0	0	0.197	0.569
BUB1B	UBE2T	9606.ENSP00000287598	9606.ENSP00000494957	0	0	0	0	0.460	0	0	0.271	0.590
BUB1B	E2F7	9606.ENSP00000287598	9606.ENSP00000323246	0	0	0	0	0.478	0	0	0.276	0.606
BUB1B	GTSE1	9606.ENSP00000287598	9606.ENSP00000415430	0	0	0	0	0.448	0	0	0.335	0.617
BUB1B	FEN1	9606.ENSP00000287598	9606.ENSP00000305480	0	0	0	0	0.445	0.094	0	0.308	0.622
BUB1B	IQGAP3	9606.ENSP00000287598	9606.ENSP00000354451	0	0	0	0	0.552	0	0	0.203	0.628
BUB1B	STIL	9606.ENSP00000287598	9606.ENSP00000360944	0	0	0	0	0.496	0	0	0.305	0.635
BUB1B	CENPL	9606.ENSP00000287598	9606.ENSP00000348527	0	0	0	0	0.138	0	0.500	0.221	0.635
BUB1B	CDT1	9606.ENSP00000287598	9606.ENSP00000301019	0	0	0	0	0.448	0.073	0	0.355	0.641
BUB1B	RCC2	9606.ENSP00000287598	9606.ENSP00000364585	0	0	0	0	0.109	0	0.500	0.267	0.644
BUB1B	WDHD1	9606.ENSP00000287598	9606.ENSP00000353793	0	0	0	0	0.524	0.142	0	0.203	0.646
BUB1B	TK1	9606.ENSP00000287598	9606.ENSP00000468425	0	0	0	0	0.497	0	0	0.337	0.652
BUB1B	HELLS	9606.ENSP00000287598	9606.ENSP00000377601	0	0	0	0	0.576	0.092	0	0.200	0.666
BUB1B	ORC1	9606.ENSP00000287598	9606.ENSP00000360623	0	0	0	0	0.555	0.071	0	0.264	0.669
BUB1B	CKS1B	9606.ENSP00000287598	9606.ENSP00000311083	0	0	0	0	0.324	0	0	0.563	0.692
BUB1B	NCAPG2	9606.ENSP00000287598	9606.ENSP00000387007	0	0	0	0	0.634	0	0	0.277	0.724
BUB1B	CCNF	9606.ENSP00000287598	9606.ENSP00000380256	0	0	0	0	0.528	0	0	0.444	0.726
BUB1B	RAD54L	9606.ENSP00000287598	9606.ENSP00000361043	0	0	0	0	0.526	0.092	0	0.454	0.745
BUB1B	RFC4	9606.ENSP00000287598	9606.ENSP00000376272	0	0	0	0	0.401	0.065	0	0.586	0.748
BUB1B	EXO1	9606.ENSP00000287598	9606.ENSP00000355506	0	0	0	0	0.561	0.073	0	0.564	0.807
BUB1B	CDC25C	9606.ENSP00000287598	9606.ENSP00000321656	0	0	0	0	0.538	0	0	0.604	0.809
BUB1B	CDC45	9606.ENSP00000287598	9606.ENSP00000405726	0	0	0	0	0.592	0.065	0	0.558	0.817
BUB1B	FANCI	9606.ENSP00000287598	9606.ENSP00000310842	0	0	0	0	0.588	0	0	0.577	0.818
BUB1B	KIF18B	9606.ENSP00000287598	9606.ENSP00000465992	0	0	0	0	0.693	0.071	0	0.477	0.838
BUB1B	KIFC1	9606.ENSP00000287598	9606.ENSP00000393963	0	0	0	0	0.737	0.136	0	0.440	0.862
BUB1B	ECT2	9606.ENSP00000287598	9606.ENSP00000376457	0	0	0	0	0.647	0	0	0.632	0.864
BUB1B	CHEK1	9606.ENSP00000287598	9606.ENSP00000391090	0	0	0	0	0.513	0.053	0	0.753	0.876
BUB1B	KIF14	9606.ENSP00000287598	9606.ENSP00000356319	0	0	0	0	0.792	0.067	0	0.422	0.878
BUB1B	CDCA3	9606.ENSP00000287598	9606.ENSP00000442068	0	0	0	0	0.805	0	0	0.437	0.886
BUB1B	PRC1	9606.ENSP00000287598	9606.ENSP00000377793	0	0	0	0	0.842	0	0	0.350	0.893
BUB1B	HJURP	9606.ENSP00000287598	9606.ENSP00000414109	0	0	0	0	0.847	0	0	0.355	0.897
BUB1B	CENPI	9606.ENSP00000287598	9606.ENSP00000362018	0	0	0	0	0.410	0.097	0.500	0.687	0.905
BUB1B	RACGAP1	9606.ENSP00000287598	9606.ENSP00000404190	0	0	0	0	0.746	0	0	0.694	0.919
BUB1B	KNTC1	9606.ENSP00000287598	9606.ENSP00000328236	0	0	0	0	0.712	0	0.500	0.496	0.921
BUB1B	TPX2	9606.ENSP00000287598	9606.ENSP00000300403	0	0	0	0	0.849	0	0	0.595	0.936
BUB1B	CEP55	9606.ENSP00000287598	9606.ENSP00000360540	0	0	0	0	0.841	0	0	0.632	0.939
BUB1B	RAD51	9606.ENSP00000287598	9606.ENSP00000493712	0	0	0	0	0.595	0.071	0.720	0.521	0.942
BUB1B	FOXM1	9606.ENSP00000287598	9606.ENSP00000342307	0	0	0	0	0.812	0.116	0	0.695	0.944
BUB1B	SPAG5	9606.ENSP00000287598	9606.ENSP00000323300	0	0	0	0	0.912	0.115	0	0.419	0.951
BUB1B	ZWILCH	9606.ENSP00000287598	9606.ENSP00000311429	0	0	0	0	0.517	0.099	0.500	0.810	0.953
BUB1B	NUSAP1	9606.ENSP00000287598	9606.ENSP00000499238	0	0	0	0	0.852	0	0	0.696	0.953
BUB1B	MELK	9606.ENSP00000287598	9606.ENSP00000298048	0	0	0	0	0.856	0.046	0	0.683	0.953
BUB1B	KIF4A	9606.ENSP00000287598	9606.ENSP00000363524	0	0	0	0	0.896	0.081	0	0.696	0.968
BUB1B	SKA3	9606.ENSP00000287598	9606.ENSP00000319417	0	0	0	0	0.558	0.171	0.900	0.443	0.976
BUB1B	PTTG1	9606.ENSP00000287598	9606.ENSP00000377536	0	0	0	0	0.606	0.336	0	0.923	0.978
BUB1B	TOP2A	9606.ENSP00000287598	9606.ENSP00000411532	0	0	0	0	0.925	0	0	0.747	0.980
BUB1B	CENPA	9606.ENSP00000287598	9606.ENSP00000336868	0	0	0	0	0.810	0.111	0.500	0.850	0.985
BUB1B	KIF2C	9606.ENSP00000287598	9606.ENSP00000361298	0	0	0	0	0.877	0.071	0.500	0.863	0.991
BUB1B	TTK	9606.ENSP00000287598	9606.ENSP00000358813	0	0	0	0	0.865	0.292	0	0.918	0.991
BUB1B	UBE2C	9606.ENSP00000287598	9606.ENSP00000348838	0	0	0	0	0.832	0.287	0.720	0.768	0.991
BUB1B	CCNB2	9606.ENSP00000287598	9606.ENSP00000288207	0	0	0	0	0.835	0.279	0.400	0.914	0.993
BUB1B	CCNA2	9606.ENSP00000287598	9606.ENSP00000481380	0	0	0	0	0.865	0.292	0.500	0.904	0.994
BUB1B	CDCA8	9606.ENSP00000287598	9606.ENSP00000362146	0	0	0	0	0.921	0	0.500	0.862	0.994
BUB1B	ZWINT	9606.ENSP00000287598	9606.ENSP00000363055	0	0	0	0	0.787	0.823	0.500	0.814	0.996
BUB1B	NEK2	9606.ENSP00000287598	9606.ENSP00000355966	0	0	0	0	0.839	0.994	0.500	0.640	0.999
BUB1B	PLK1	9606.ENSP00000287598	9606.ENSP00000300093	0	0	0	0	0.838	0.845	0.720	0.932	0.999
BUB1B	CDC20	9606.ENSP00000287598	9606.ENSP00000361540	0	0	0	0	0.901	0.999	0.800	0.999	0.999
BUB1B	CENPF	9606.ENSP00000287598	9606.ENSP00000355922	0	0	0	0	0.903	0	0.900	0.918	0.999
BUB1B	MAD2L1	9606.ENSP00000287598	9606.ENSP00000296509	0	0	0	0	0.720	0.999	0.800	0.988	0.999
BUB1B	KNL1	9606.ENSP00000287598	9606.ENSP00000335463	0	0	0	0	0.403	0.977	0.500	0.984	0.999
BUB1B	CDK1	9606.ENSP00000287598	9606.ENSP00000378699	0	0	0	0	0.846	0.126	0.500	0.994	0.999
C5orf34	RAD54B	9606.ENSP00000303490	9606.ENSP00000336606	0	0	0	0	0.478	0	0	0	0.478
CCNA2	TRIP13	9606.ENSP00000481380	9606.ENSP00000166345	0	0	0	0	0.692	0	0	0.308	0.778
CCNA2	CDC6	9606.ENSP00000481380	9606.ENSP00000209728	0	0	0	0	0.672	0.960	0.900	0.941	0.999
CCNA2	POLE2	9606.ENSP00000481380	9606.ENSP00000216367	0	0	0	0	0.510	0	0	0.327	0.656
CCNA2	MYBL2	9606.ENSP00000481380	9606.ENSP00000217026	0	0	0	0	0.456	0.095	0.900	0.855	0.991
CCNA2	ORC6	9606.ENSP00000481380	9606.ENSP00000219097	0	0	0	0	0.251	0	0.400	0.429	0.721
CCNA2	OIP5	9606.ENSP00000481380	9606.ENSP00000220514	0	0	0	0	0.789	0	0	0.321	0.850
CCNA2	RNASEH2A	9606.ENSP00000481380	9606.ENSP00000221486	0	0	0	0	0.307	0	0	0.400	0.566
CCNA2	RAD51AP1	9606.ENSP00000481380	9606.ENSP00000228843	0	0	0	0	0.650	0	0	0.270	0.734
CCNA2	NCAPH	9606.ENSP00000481380	9606.ENSP00000240423	0	0	0	0	0.727	0	0	0.349	0.815
CCNA2	MND1	9606.ENSP00000481380	9606.ENSP00000240488	0	0	0	0	0.682	0	0	0.150	0.718
CCNA2	PIMREG	9606.ENSP00000481380	9606.ENSP00000250056	0	0	0	0	0.472	0	0	0.197	0.558
CCNA2	NCAPG	9606.ENSP00000481380	9606.ENSP00000251496	0	0	0	0	0.854	0	0	0.668	0.949
CCNA2	CCNB1	9606.ENSP00000481380	9606.ENSP00000256442	0	0	0	0.731	0.855	0.588	0.400	0.889	0.995
CCNA2	TROAP	9606.ENSP00000481380	9606.ENSP00000257909	0	0	0	0	0.601	0	0	0.185	0.661
CCNA2	ESPL1	9606.ENSP00000481380	9606.ENSP00000257934	0	0	0	0	0.643	0	0	0.610	0.855
CCNA2	KIF23	9606.ENSP00000481380	9606.ENSP00000260363	0	0	0	0	0.844	0	0	0.474	0.914
CCNA2	KIF11	9606.ENSP00000481380	9606.ENSP00000260731	0	0	0	0	0.913	0	0	0.762	0.978
CCNA2	NDC80	9606.ENSP00000481380	9606.ENSP00000261597	0	0	0	0	0.841	0	0	0.355	0.893
CCNA2	MCM4	9606.ENSP00000481380	9606.ENSP00000262105	0	0.011	0	0	0.625	0	0.400	0.572	0.895
CCNA2	GINS1	9606.ENSP00000481380	9606.ENSP00000262460	0	0	0	0	0.350	0	0	0.331	0.547
CCNA2	POLQ	9606.ENSP00000481380	9606.ENSP00000264233	0	0	0	0	0.387	0	0	0.086	0.416
CCNA2	DEPDC1B	9606.ENSP00000481380	9606.ENSP00000265036	0	0	0	0	0.670	0	0	0.085	0.685
CCNA2	MCM2	9606.ENSP00000481380	9606.ENSP00000265056	0	0.006	0	0	0.614	0	0.400	0.315	0.827
CCNA2	CENPE	9606.ENSP00000481380	9606.ENSP00000265148	0	0	0	0	0.837	0.091	0	0.488	0.917
CCNA2	TICRR	9606.ENSP00000481380	9606.ENSP00000268138	0	0	0	0	0.510	0.465	0	0.375	0.822
CCNA2	PLK4	9606.ENSP00000481380	9606.ENSP00000270861	0	0	0	0	0.803	0	0	0.656	0.929
CCNA2	NUF2	9606.ENSP00000481380	9606.ENSP00000271452	0	0	0	0	0.910	0	0	0.370	0.940
CCNA2	SKP2	9606.ENSP00000481380	9606.ENSP00000274255	0	0	0	0	0.331	0.983	0.500	0.997	0.999
CCNA2	CDCA5	9606.ENSP00000481380	9606.ENSP00000275517	0	0	0	0	0.782	0	0	0.398	0.863
CCNA2	CENPH	9606.ENSP00000481380	9606.ENSP00000283006	0	0	0	0	0.427	0.047	0	0.153	0.497
CCNA2	SKA1	9606.ENSP00000481380	9606.ENSP00000285116	0	0	0	0	0.616	0	0	0.270	0.707
CCNA2	CCNB2	9606.ENSP00000481380	9606.ENSP00000288207	0	0	0.108	0.735	0.856	0.215	0	0.696	0.965
CCNA2	CIP2A	9606.ENSP00000481380	9606.ENSP00000295746	0	0	0	0	0.361	0	0	0.204	0.470
CCNA2	MAD2L1	9606.ENSP00000481380	9606.ENSP00000296509	0	0	0	0	0.849	0	0.500	0.853	0.988
CCNA2	MELK	9606.ENSP00000481380	9606.ENSP00000298048	0	0	0	0	0.846	0.052	0	0.618	0.939
CCNA2	PLK1	9606.ENSP00000481380	9606.ENSP00000300093	0	0	0	0	0.757	0	0	0.836	0.958
CCNA2	TPX2	9606.ENSP00000481380	9606.ENSP00000300403	0	0	0	0	0.860	0	0	0.691	0.954
CCNA2	CDT1	9606.ENSP00000481380	9606.ENSP00000301019	0	0	0	0	0.605	0.851	0.400	0.737	0.989
CCNA2	CKAP2L	9606.ENSP00000481380	9606.ENSP00000305204	0	0	0	0	0.689	0	0	0.159	0.727
CCNA2	FEN1	9606.ENSP00000481380	9606.ENSP00000305480	0	0	0	0	0.777	0.328	0	0.437	0.908
CCNA2	FANCI	9606.ENSP00000481380	9606.ENSP00000310842	0	0	0	0	0.523	0	0	0.253	0.628
CCNA2	CKS1B	9606.ENSP00000481380	9606.ENSP00000311083	0	0	0	0	0.489	0.976	0.500	0.905	0.999
CCNA2	ZWILCH	9606.ENSP00000481380	9606.ENSP00000311429	0	0	0	0	0.493	0	0	0.453	0.711
CCNA2	CHAF1B	9606.ENSP00000481380	9606.ENSP00000315700	0	0	0	0	0.303	0	0	0.244	0.450
CCNA2	SKA3	9606.ENSP00000481380	9606.ENSP00000319417	0	0	0	0	0.528	0	0	0.559	0.783
CCNA2	EZH2	9606.ENSP00000481380	9606.ENSP00000320147	0	0	0	0	0.408	0	0	0.431	0.649
CCNA2	CDC25C	9606.ENSP00000481380	9606.ENSP00000321656	0	0	0	0	0.688	0	0.500	0.741	0.956
CCNA2	E2F7	9606.ENSP00000481380	9606.ENSP00000323246	0	0	0	0	0.437	0.057	0	0.459	0.688
CCNA2	SPAG5	9606.ENSP00000481380	9606.ENSP00000323300	0	0	0	0	0.828	0	0	0.451	0.901
CCNA2	KNTC1	9606.ENSP00000481380	9606.ENSP00000328236	0	0	0	0	0.463	0	0	0.214	0.560
CCNA2	KNL1	9606.ENSP00000481380	9606.ENSP00000335463	0	0	0	0	0.406	0	0	0.227	0.522
CCNA2	CENPA	9606.ENSP00000481380	9606.ENSP00000336868	0	0	0	0	0.982	0	0	0.482	0.990
CCNA2	CDCA4	9606.ENSP00000481380	9606.ENSP00000337226	0	0	0	0	0.253	0.078	0	0.529	0.647
CCNA2	FOXM1	9606.ENSP00000481380	9606.ENSP00000342307	0	0	0	0	0.725	0	0.500	0.901	0.985
CCNA2	UBE2C	9606.ENSP00000481380	9606.ENSP00000348838	0	0	0	0	0.926	0.081	0.500	0.858	0.994
CCNA2	WDHD1	9606.ENSP00000481380	9606.ENSP00000353793	0	0	0	0	0.487	0	0	0.218	0.582
CCNA2	IQGAP3	9606.ENSP00000481380	9606.ENSP00000354451	0	0	0	0	0.441	0	0	0.080	0.464
CCNA2	EXO1	9606.ENSP00000481380	9606.ENSP00000355506	0	0	0	0	0.733	0.324	0	0.382	0.879
CCNA2	CENPF	9606.ENSP00000481380	9606.ENSP00000355922	0	0	0	0	0.832	0	0	0.680	0.944
CCNA2	NEK2	9606.ENSP00000481380	9606.ENSP00000355966	0	0	0	0	0.829	0	0	0.681	0.943
CCNA2	KIF14	9606.ENSP00000481380	9606.ENSP00000356319	0	0	0	0	0.793	0	0	0.305	0.850
CCNA2	CENPW	9606.ENSP00000481380	9606.ENSP00000357308	0	0	0	0	0.586	0	0	0.194	0.652
CCNA2	FAM72B	9606.ENSP00000481380	9606.ENSP00000358397	0	0	0	0	0.433	0	0	0	0.433
CCNA2	TTK	9606.ENSP00000481380	9606.ENSP00000358813	0	0	0	0	0.886	0	0	0.492	0.939
CCNA2	CEP55	9606.ENSP00000481380	9606.ENSP00000360540	0	0	0	0	0.822	0	0	0.586	0.923
CCNA2	ORC1	9606.ENSP00000481380	9606.ENSP00000360623	0	0	0	0	0.620	0.769	0.400	0.626	0.977
CCNA2	STIL	9606.ENSP00000481380	9606.ENSP00000360944	0	0	0	0	0.449	0.065	0	0.210	0.558
CCNA2	RAD54L	9606.ENSP00000481380	9606.ENSP00000361043	0	0	0	0	0.461	0	0	0.269	0.589
CCNA2	KIF2C	9606.ENSP00000481380	9606.ENSP00000361298	0	0	0	0	0.857	0	0	0.661	0.949
CCNA2	CDC20	9606.ENSP00000481380	9606.ENSP00000361540	0	0	0	0	0.897	0.999	0.500	0.970	0.999
CCNA2	CENPI	9606.ENSP00000481380	9606.ENSP00000362018	0	0	0	0	0.328	0	0	0.197	0.438
CCNA2	CDCA8	9606.ENSP00000481380	9606.ENSP00000362146	0	0	0	0	0.909	0	0	0.493	0.952
CCNA2	ZWINT	9606.ENSP00000481380	9606.ENSP00000363055	0	0	0	0	0.774	0	0	0.580	0.901
CCNA2	KIF4A	9606.ENSP00000481380	9606.ENSP00000363524	0	0	0	0	0.828	0	0	0.417	0.895
CCNA2	MCM8	9606.ENSP00000481380	9606.ENSP00000368164	0	0.004	0	0	0.235	0.107	0.400	0.263	0.657
CCNA2	RFC4	9606.ENSP00000481380	9606.ENSP00000376272	0	0	0	0	0.455	0	0	0.578	0.760
CCNA2	ECT2	9606.ENSP00000481380	9606.ENSP00000376457	0	0	0	0	0.639	0	0	0.330	0.748
CCNA2	PTTG1	9606.ENSP00000481380	9606.ENSP00000377536	0	0	0	0	0.808	0	0	0.672	0.934
CCNA2	HELLS	9606.ENSP00000481380	9606.ENSP00000377601	0	0	0	0	0.501	0	0	0.240	0.605
CCNA2	PRC1	9606.ENSP00000481380	9606.ENSP00000377793	0	0	0	0	0.844	0.292	0	0.249	0.910
CCNA2	CDK1	9606.ENSP00000481380	9606.ENSP00000378699	0	0.007	0	0	0.993	0.939	0.900	0.998	0.999
CCNA2	CCNF	9606.ENSP00000481380	9606.ENSP00000380256	0	0	0	0.644	0.553	0	0	0.318	0.682
CCNA2	FAM72D	9606.ENSP00000481380	9606.ENSP00000383682	0	0	0	0	0.399	0	0	0.063	0.413
CCNA2	NCAPG2	9606.ENSP00000481380	9606.ENSP00000387007	0	0	0	0	0.588	0	0	0.435	0.757
CCNA2	CHEK1	9606.ENSP00000481380	9606.ENSP00000391090	0	0	0	0	0.790	0	0	0.721	0.939
CCNA2	KIFC1	9606.ENSP00000481380	9606.ENSP00000393963	0	0	0	0	0.685	0	0	0.535	0.847
CCNA2	GINS3	9606.ENSP00000481380	9606.ENSP00000401018	0	0	0	0	0.313	0	0	0.196	0.425
CCNA2	RACGAP1	9606.ENSP00000481380	9606.ENSP00000404190	0	0	0	0	0.782	0	0	0.369	0.856
CCNA2	CDC45	9606.ENSP00000481380	9606.ENSP00000405726	0	0	0	0	0.766	0	0	0.615	0.906
CCNA2	TOP2A	9606.ENSP00000481380	9606.ENSP00000411532	0	0	0	0	0.869	0	0	0.868	0.982
CCNA2	HJURP	9606.ENSP00000481380	9606.ENSP00000414109	0	0	0	0	0.821	0	0	0.341	0.877
CCNA2	GTSE1	9606.ENSP00000481380	9606.ENSP00000415430	0	0	0	0	0.755	0	0	0.321	0.826
CCNA2	KPNA2	9606.ENSP00000481380	9606.ENSP00000438483	0	0	0	0	0.448	0.093	0	0.241	0.587
CCNA2	CDCA3	9606.ENSP00000481380	9606.ENSP00000442068	0	0	0	0	0.898	0	0	0.435	0.940
CCNA2	TIMELESS	9606.ENSP00000481380	9606.ENSP00000450607	0	0	0	0	0.276	0	0	0.218	0.410
CCNA2	FAM72C	9606.ENSP00000481380	9606.ENSP00000463032	0	0	0	0	0.419	0	0	0	0.419
CCNA2	KIF18B	9606.ENSP00000481380	9606.ENSP00000465992	0	0	0	0	0.461	0.091	0	0.273	0.613
CCNA2	TK1	9606.ENSP00000481380	9606.ENSP00000468425	0	0	0	0	0.482	0	0	0.593	0.780
CCNA2	UBE2T	9606.ENSP00000481380	9606.ENSP00000494957	0	0	0	0	0.474	0.101	0	0.294	0.637
CCNA2	RAD51	9606.ENSP00000481380	9606.ENSP00000493712	0	0	0	0	0.616	0	0	0.479	0.791
CCNA2	NUSAP1	9606.ENSP00000481380	9606.ENSP00000499238	0	0	0	0	0.856	0	0	0.480	0.922
CCNB1	TRIP13	9606.ENSP00000256442	9606.ENSP00000166345	0	0	0	0	0.686	0.112	0	0.331	0.797
CCNB1	CDC6	9606.ENSP00000256442	9606.ENSP00000209728	0	0	0	0	0.527	0.574	0	0.686	0.931
CCNB1	POLE2	9606.ENSP00000256442	9606.ENSP00000216367	0	0	0	0	0.308	0	0	0.254	0.462
CCNB1	MYBL2	9606.ENSP00000256442	9606.ENSP00000217026	0	0	0	0	0.412	0.091	0.500	0.773	0.931
CCNB1	ORC6	9606.ENSP00000256442	9606.ENSP00000219097	0	0	0	0	0.265	0	0.500	0.440	0.776
